"","Q.1","Q.2","Q.3","Q.4","Q.5","Q.6","Q.7","Q.8","Q.9","Q.10","Q.11","Q.12","Q.13","Q.14","Q.15","Q.16","Q.17","Q.18","Q.19","Q.20","Q.21","Q.22","Q.23","Q.24","Q.25","Q.26","Q.27","Q.28","Q.29","Q.30","Q.31","Q.32","Q.33","Q.34","Q.35","Q.36","age","gender","country","avoidance","anxiety"
"7685",4,5,3,4,4,5,5,5,5,5,5,3,4,4,4,1,4,3,3,2,4,2,3,1,2,1,1,2,3,1,1,2,1,5,2,1,16,"2","US",18,48
"7686",2,2,4,2,4,2,5,2,2,1,2,1,5,2,5,1,4,4,4,1,5,4,4,2,4,1,5,2,2,2,5,4,5,4,4,1,25,"2","US",-5,30
"7687",1,5,5,5,2,4,2,4,1,5,2,4,2,4,4,5,2,4,2,4,5,5,2,4,5,5,4,4,1,4,2,4,4,5,4,4,29,"2","US",-12,69
"7688",1,4,3,2,2,3,2,1,3,2,2,1,2,2,4,2,2,2,2,1,3,3,2,1,2,3,4,1,3,4,4,4,4,2,4,1,29,"2","US",-11,33
"7689",5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,1,5,1,5,5,2,5,3,5,1,5,1,1,1,5,1,3,20,"2","US",31,74
"7690",4,5,2,5,2,5,2,5,4,3,3,2,2,5,2,2,4,4,2,2,3,2,3,3,2,4,0,5,4,5,4,5,4,5,4,5,17,"1","US",3,68
"7691",1,5,4,5,2,4,2,2,2,3,3,2,2,3,4,2,2,5,4,4,3,2,2,5,3,2,4,4,3,4,4,5,4,5,5,3,27,"2","US",-16,61
"7692",2,1,4,1,2,3,2,1,2,2,2,1,2,1,4,1,2,2,4,2,5,5,2,2,4,1,4,1,2,2,4,2,3,1,3,2,27,"1","US",-11,21
"7693",2,4,4,4,2,3,1,4,2,4,4,4,2,5,4,2,2,2,3,3,2,3,2,2,4,3,4,2,4,5,4,3,4,4,4,5,15,"1","US",-16,56
"7694",5,1,5,1,1,2,1,4,4,2,1,2,1,1,4,2,1,1,4,1,2,5,1,2,2,1,4,1,4,2,5,2,5,4,5,2,22,"1","US",-21,26
"7695",5,1,5,4,1,5,1,5,3,5,4,4,1,5,4,5,2,4,3,1,4,2,2,4,5,2,4,3,2,3,3,2,3,5,4,2,18,"1","US",-10,58
"7696",1,5,5,5,2,5,1,5,2,5,3,5,2,5,5,5,2,5,1,5,1,1,1,4,4,5,4,5,5,5,4,4,4,5,4,5,15,"1","US",-21,82
"7697",2,5,5,4,2,4,1,5,1,5,1,3,1,3,4,3,1,2,4,4,3,2,1,4,4,5,3,2,3,4,4,4,4,3,3,2,18,"2","US",-21,60
"7698",2,1,3,4,4,1,4,2,1,1,5,2,3,4,5,1,4,2,4,4,5,5,3,1,5,1,5,2,2,4,4,3,4,5,4,2,19,"1","US",-5,35
"7699",5,4,4,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,1,4,4,1,2,5,3,4,4,4,2,4,3,4,4,5,4,4,57,"2","US",2,69
"7700",2,5,4,4,2,5,1,4,3,4,4,4,2,2,4,4,2,5,2,5,4,2,2,4,4,3,4,1,2,4,4,4,4,4,4,2,20,"2","US",-10,62
"7701",2,1,5,3,2,4,1,4,4,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,3,4,4,4,3,15,"1","US",-14,48
"7702",4,2,4,5,4,3,4,3,3,4,4,2,5,4,2,2,5,5,4,4,4,3,4,3,2,3,4,2,2,2,4,2,4,3,4,1,16,"2","US",7,47
"7703",3,4,4,3,2,4,2,3,2,3,2,2,2,2,4,2,3,4,4,4,5,2,2,4,4,3,3,3,2,4,4,5,4,2,4,3,19,"2","US",-10,53
"7704",1,4,5,2,1,5,1,5,1,4,1,4,1,5,5,4,1,5,5,2,1,2,1,4,5,2,5,2,5,2,5,2,5,5,5,2,19,"2","US",-36,57
"7705",3,4,4,5,2,4,1,5,1,5,0,3,2,5,1,3,3,4,5,3,1,1,1,4,4,4,4,5,3,5,4,4,5,3,5,3,23,"1","US",-21,68
"7706",5,4,2,3,4,5,5,4,5,5,3,3,4,5,1,1,4,4,1,4,5,2,5,4,4,1,2,1,2,3,1,4,4,4,3,2,36,"2","US",20,55
"7707",1,1,4,3,0,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,1,1,3,5,2,5,2,2,4,5,4,5,3,5,3,26,"2","US",-32,32
"7708",4,4,4,2,3,3,5,3,4,4,3,1,3,1,3,3,3,2,4,1,4,2,4,3,1,3,1,2,2,3,2,2,2,4,2,2,33,"1","US",12,41
"7709",4,5,5,5,5,5,5,5,5,1,5,3,4,4,2,2,4,4,4,4,4,2,4,4,3,3,2,4,4,4,4,4,4,1,4,1,17,"1","US",8,57
"7710",2,4,4,5,1,3,2,3,3,3,2,5,3,4,4,4,2,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,5,3,3,20,"1","US",-13,63
"7711",1,4,5,4,3,3,2,3,4,2,3,4,2,2,4,4,2,4,4,2,3,3,2,3,2,2,3,3,3,4,3,4,3,4,3,2,42,"2","US",-8,51
"7712",1,4,5,5,1,4,1,4,1,5,1,4,2,4,4,4,2,4,5,4,2,2,1,4,4,4,4,4,4,2,4,4,4,5,4,2,26,"2","US",-26,65
"7713",3,2,4,1,2,4,3,2,2,4,5,1,2,1,4,1,2,1,4,2,5,4,4,1,4,3,5,1,1,1,4,1,4,4,4,1,22,"2","CA",-6,27
"7714",2,4,5,4,2,2,2,4,2,2,3,5,2,4,3,4,2,4,4,4,2,2,2,4,5,4,4,2,4,4,4,4,4,4,4,2,29,"1","CA",-18,59
"7715",1,5,3,4,1,5,1,4,2,5,1,5,1,4,5,5,1,4,2,2,2,4,2,4,5,4,4,4,3,3,4,3,5,5,4,2,50,"2","US",-23,64
"7716",2,4,4,5,3,4,2,3,2,4,2,2,2,3,5,2,2,4,4,4,2,2,2,4,4,3,4,2,4,4,4,2,4,4,4,2,19,"2","US",-18,54
"7717",4,2,5,1,1,2,1,1,2,1,1,1,1,3,5,1,1,3,4,4,3,4,1,4,5,3,5,3,4,2,5,2,4,3,5,1,34,"2","CA",-27,33
"7718",5,5,1,5,5,5,5,1,5,4,4,1,5,1,1,4,5,5,2,5,5,3,4,2,1,2,3,1,1,1,3,4,3,4,4,1,19,"2","CA",24,48
"7719",1,2,4,3,3,4,3,2,2,4,4,4,2,3,5,3,2,2,3,2,3,2,2,3,4,3,4,2,4,3,4,3,4,3,4,2,16,"2","CA",-14,46
"7720",2,5,3,4,4,4,5,4,3,2,3,1,4,5,4,1,3,4,4,2,3,2,3,3,4,2,3,3,4,4,4,4,4,3,4,1,17,"2","US",-4,50
"7721",2,4,5,2,2,2,1,2,2,2,2,2,4,1,5,2,1,3,2,1,3,2,1,3,4,4,5,1,4,1,3,4,4,2,4,2,30,"2","US",-18,36
"7722",1,4,5,4,1,4,1,4,1,5,1,3,1,3,5,1,1,5,5,4,3,1,1,4,5,4,5,1,4,5,5,5,5,5,5,5,35,"2","US",-33,65
"7723",1,4,5,4,1,5,1,4,1,5,2,4,1,4,5,4,1,5,5,3,1,2,1,4,5,3,5,5,5,4,5,3,5,5,5,3,17,"1","US",-35,67
"7724",2,4,3,4,3,4,2,4,3,4,3,4,3,4,3,3,3,4,2,4,2,2,3,4,2,4,4,5,2,5,4,5,4,5,4,4,50,"1","US",-4,69
"7726",4,5,4,5,4,4,3,4,3,4,4,4,3,4,3,2,2,3,3,3,4,2,2,2,2,3,2,2,4,3,3,3,3,4,4,3,14,"2","US",1,56
"7727",5,1,5,1,1,1,1,1,3,3,3,1,1,1,1,1,3,1,3,1,5,5,5,1,3,3,3,1,5,1,1,1,1,1,1,1,54,"1","US",4,16
"7728",2,4,5,3,2,3,2,2,1,4,1,2,1,3,5,2,1,3,4,2,2,4,1,2,4,2,5,2,4,2,5,4,5,4,5,2,17,"1","US",-29,42
"7730",1,2,5,1,1,1,1,2,1,4,1,1,1,2,5,4,1,1,5,4,1,5,1,1,5,4,5,1,5,1,5,2,5,4,4,4,28,"2","US",-35,34
"7731",2,3,5,3,2,2,2,2,2,2,2,1,3,2,4,2,3,4,5,4,2,4,2,4,3,2,4,2,4,3,4,4,4,5,4,1,22,"2","US",-17,42
"7732",5,4,5,2,3,2,2,4,2,3,4,4,2,5,4,4,2,5,4,3,4,2,2,4,4,2,4,4,2,4,4,2,4,4,5,3,19,"2","US",-10,57
"7733",2,4,4,4,2,2,2,3,2,2,2,2,2,2,4,3,2,4,4,2,2,4,2,2,4,2,4,2,4,2,4,2,4,2,4,2,25,"2","US",-18,38
"7734",2,2,4,4,1,3,2,2,3,3,1,1,2,4,4,1,1,1,3,1,5,4,2,3,4,3,5,2,1,4,2,3,4,4,2,1,34,"2","US",-10,38
"7735",4,4,2,4,2,4,3,2,4,3,3,2,4,4,2,4,4,3,2,4,5,3,4,3,4,3,4,2,2,2,3,2,2,4,3,2,48,"2","US",9,49
"7736",4,3,2,3,4,5,2,4,4,3,4,2,4,4,3,2,4,2,2,2,5,3,4,2,2,2,4,1,2,2,4,4,4,4,4,2,17,"1","US",8,44
"7737",3,5,4,4,3,4,2,4,3,4,4,3,2,1,3,3,4,4,4,2,4,2,2,4,4,4,2,2,3,4,4,4,5,4,4,2,44,"2","US",-6,56
"7738",1,5,5,4,1,4,1,5,5,2,1,3,1,5,5,2,1,5,5,4,2,1,1,1,5,2,5,4,4,4,4,4,4,4,4,1,26,"2","US",-27,58
"7739",2,3,4,3,3,3,3,3,2,3,3,2,4,3,5,2,3,1,3,3,5,4,4,3,5,0,4,1,1,2,4,4,4,1,2,1,17,"2","US",-3,34
"7740",1,4,3,2,1,4,2,3,2,5,2,3,2,4,4,2,3,3,3,2,4,2,2,2,4,4,3,2,4,3,4,2,4,5,3,2,36,"1","US",-13,50
"7741",4,3,1,4,4,4,4,3,4,3,3,1,4,2,2,1,3,3,2,1,4,3,4,1,3,3,4,1,1,2,4,1,4,4,4,1,29,"2","US",9,35
"7742",1,3,4,3,2,3,1,3,2,3,2,2,2,3,3,2,2,3,4,2,2,4,2,2,3,2,4,3,4,4,4,4,4,3,4,2,47,"1","US",-18,43
"7743",4,1,3,3,4,1,4,2,4,3,5,2,3,1,3,1,3,2,3,2,4,4,4,1,2,2,2,2,2,2,3,1,2,3,3,1,18,"2","US",12,26
"7744",1,5,4,3,1,5,1,2,2,2,1,1,1,4,4,2,1,4,4,3,3,3,1,2,4,1,4,3,3,4,4,4,4,5,4,3,14,"2","US",-23,50
"7745",1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,5,1,1,5,3,5,2,5,1,5,4,4,2,3,1,32,"2","US",-33,19
"7746",2,5,4,3,3,4,2,5,3,2,3,4,4,4,3,3,2,5,3,3,4,2,2,4,3,2,3,2,3,4,4,5,4,3,4,3,21,"2","US",-6,59
"7747",2,3,4,2,3,4,2,3,2,3,1,2,2,3,4,1,2,3,4,1,2,2,2,2,2,2,4,3,2,2,5,3,4,2,5,2,19,"2","US",-16,39
"7748",2,4,4,4,3,4,2,4,2,4,3,5,2,4,5,3,1,4,4,4,3,3,2,3,5,2,5,2,4,3,4,3,5,5,5,2,18,"2","US",-21,57
"7749",1,3,2,4,4,3,3,3,4,2,4,2,3,4,5,3,2,4,3,4,5,4,2,3,4,1,5,2,1,2,4,3,4,4,3,2,36,"2","US",-3,45
"7750",2,2,4,3,4,1,4,2,2,1,5,1,3,1,5,1,1,3,3,1,2,4,1,1,5,1,5,3,4,1,5,1,5,5,5,1,24,"2","US",-17,25
"7751",2,4,4,3,2,4,4,4,2,2,2,2,2,4,4,2,2,4,3,3,2,4,2,4,4,2,4,3,4,4,4,5,4,4,4,4,30,"2","US",-15,54
"7752",2,2,4,2,1,4,1,4,2,3,2,3,2,4,4,2,2,4,4,4,3,2,2,4,3,3,4,5,3,3,3,4,4,4,4,4,20,"1","US",-16,57
"7753",2,1,2,2,4,2,2,1,2,1,3,1,2,1,4,1,3,1,4,4,5,5,3,2,2,2,4,1,1,1,4,1,1,1,1,1,28,"1","US",3,19
"7754",4,5,2,5,5,5,3,5,4,5,5,5,5,5,1,5,5,4,1,4,5,1,4,5,2,4,1,5,2,4,1,5,2,5,2,5,16,"1","US",26,80
"7755",4,5,3,4,4,5,4,4,4,5,4,4,4,5,3,3,4,5,4,4,4,1,3,4,3,3,4,5,3,3,3,4,4,5,4,2,21,"2","US",4,69
"7756",2,5,1,5,3,5,3,5,2,5,3,1,4,2,2,2,4,5,2,5,5,1,4,5,4,3,5,2,1,5,5,5,5,5,5,4,20,"2","US",0,68
"7757",1,4,5,4,1,3,1,3,3,3,5,2,2,5,5,3,3,4,4,4,4,1,1,1,5,3,5,2,4,4,5,1,5,3,5,2,17,"1","US",-22,50
"7758",4,5,4,5,3,5,2,5,2,5,4,4,2,5,4,5,4,5,2,5,2,1,2,5,4,4,4,2,4,4,4,4,4,5,5,4,20,"2","CA",-10,76
"7759",1,5,4,4,3,4,2,5,3,4,3,1,3,5,3,3,3,3,4,1,4,1,2,1,4,1,3,2,2,5,3,5,4,3,4,3,15,"2","CA",-7,54
"7760",3,4,1,4,5,3,5,3,5,3,4,1,5,4,2,1,4,4,1,3,5,1,3,3,2,2,2,2,1,3,2,4,3,5,2,1,24,"2","CA",23,49
"7761",2,2,4,4,3,2,3,4,2,2,4,2,2,4,4,2,3,2,2,4,4,4,2,2,4,2,4,3,3,2,4,2,4,4,4,2,36,"2","CA",-8,41
"7762",1,5,5,4,1,1,1,1,1,4,1,2,1,1,5,3,1,4,4,2,4,5,1,4,3,2,4,3,4,1,5,3,4,2,5,3,54,"1","CA",-27,40
"7763",2,4,5,5,1,4,1,5,3,4,1,5,1,5,5,4,2,2,3,5,1,3,1,4,5,4,5,3,4,5,5,5,5,5,5,5,22,"1","CA",-29,71
"7764",1,3,4,3,2,4,2,3,2,4,1,3,2,2,4,2,1,4,4,4,3,4,2,4,5,3,5,3,3,4,4,5,5,4,4,5,16,"2","CA",-22,56
"7765",4,4,3,4,5,4,4,4,4,3,4,2,3,2,3,2,3,2,4,3,5,3,4,3,3,3,3,3,4,4,3,4,4,4,3,3,45,"2","CA",6,51
"7766",2,5,2,5,5,2,5,3,4,2,4,5,5,2,4,3,4,3,3,3,5,2,4,4,4,1,4,2,1,2,5,5,4,5,4,1,21,"2","CA",7,51
"7767",4,4,1,4,4,4,2,1,5,4,5,1,5,1,2,1,4,4,1,1,5,4,2,1,1,2,2,1,1,2,2,1,4,1,2,1,25,"2","CA",20,30
"7769",4,5,4,2,2,4,1,2,4,3,3,1,3,4,2,1,4,4,3,1,3,2,2,1,2,2,4,2,2,1,4,1,3,5,4,1,20,"2","CA",-2,38
"7770",3,2,5,1,1,1,1,1,2,2,1,1,1,1,5,1,1,4,5,4,1,4,1,2,5,1,5,2,4,1,5,4,4,4,4,1,22,"2","US",-30,29
"7771",2,4,3,0,3,2,3,3,2,3,3,3,4,4,4,3,3,4,3,3,3,2,2,4,4,3,4,3,4,3,3,4,3,4,3,2,59,"2","US",-6,50
"7772",4,5,3,4,4,5,2,4,4,5,4,3,4,4,2,3,3,5,2,3,5,5,4,2,2,3,3,1,3,4,3,2,4,5,4,1,18,"2","US",8,54
"7773",2,4,4,3,2,3,1,2,2,2,2,2,1,1,4,2,1,4,4,1,4,3,2,2,3,2,4,3,3,4,4,3,4,4,4,1,29,"2","US",-17,40
"7774",1,1,4,1,2,2,2,2,1,2,2,5,1,4,5,5,2,2,4,3,1,5,1,3,5,1,5,3,5,2,4,4,4,5,4,2,53,"1","US",-27,42
"7775",3,4,5,4,3,4,3,4,3,3,4,5,3,4,5,4,3,5,4,4,4,3,2,4,5,3,5,3,4,5,5,4,5,5,4,4,23,"2","CA",-14,66
"7776",5,4,2,5,5,4,5,3,4,3,5,2,5,5,1,2,4,5,1,1,1,1,3,4,1,1,1,5,1,3,1,1,1,5,1,1,26,"2","CA",27,53
"7777",2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,2,3,5,2,2,5,2,4,2,4,2,4,2,4,3,4,2,21,"1","CA",-19,27
"7778",4,3,2,4,5,2,5,3,4,2,5,1,5,2,2,2,4,3,2,2,5,3,2,3,2,3,2,1,2,3,2,4,3,3,2,3,37,"2","US",20,41
"7779",1,5,4,5,2,5,2,5,2,5,2,5,2,5,5,4,4,4,4,4,2,1,2,5,5,5,4,5,3,5,4,5,5,5,5,5,17,"3","CA",-20,81
"7780",2,5,5,4,1,5,1,5,2,5,1,4,2,5,4,4,4,5,4,4,2,1,3,5,4,4,4,2,4,4,4,4,4,4,4,4,16,"1","CA",-19,72
"7781",2,5,5,3,1,4,1,3,1,2,1,2,1,4,5,5,4,4,3,2,4,2,1,4,3,3,4,3,2,4,5,3,3,4,4,2,18,"2","CA",-18,55
"7782",1,5,4,4,4,5,4,5,2,5,3,5,5,5,5,5,3,4,4,4,2,1,1,4,5,5,5,5,3,5,5,5,5,5,5,5,18,"1","US",-16,80
"7783",2,3,5,2,1,4,1,2,4,2,2,4,2,3,3,5,2,3,5,5,3,4,2,4,5,4,2,2,2,4,2,4,4,5,3,4,32,"1","US",-12,56
"7784",4,5,3,5,5,5,5,5,5,5,5,5,5,1,4,5,5,4,2,2,5,2,4,3,2,5,3,1,2,2,4,2,3,2,4,1,30,"1","US",16,56
"7785",2,4,3,4,3,4,4,2,2,3,3,2,3,4,4,2,2,3,3,2,2,4,3,4,4,3,4,3,4,4,4,2,4,4,4,3,21,"2","US",-10,49
"7786",1,4,4,3,3,4,1,4,2,3,3,2,2,3,4,3,3,4,4,3,3,2,3,4,4,3,4,3,2,2,4,3,4,4,4,2,53,"2","US",-13,52
"7787",1,4,4,4,2,4,2,3,2,4,2,2,2,3,5,2,2,4,2,3,2,3,2,3,4,4,4,3,4,4,4,4,4,2,4,3,34,"2","US",-18,53
"7788",3,5,4,4,3,4,3,4,2,4,2,3,2,5,4,3,2,2,3,2,3,1,2,2,4,1,4,4,3,4,4,2,4,3,4,2,20,"2","US",-12,53
"7789",1,5,5,3,2,1,2,1,2,3,1,5,2,5,5,5,2,5,5,5,5,1,0,5,4,4,5,5,1,5,1,5,1,2,5,5,35,"1","US",-15,68
"7790",4,5,2,5,4,5,4,5,5,5,4,1,4,5,1,1,4,5,2,3,4,1,4,2,2,1,2,4,2,4,2,4,3,4,3,2,18,"3","US",18,60
"7791",4,3,4,4,5,5,3,4,4,4,4,3,3,3,2,3,3,3,4,2,3,2,2,3,3,3,4,3,3,4,4,3,4,4,4,3,22,"1","US",-1,55
"7792",2,2,5,5,2,2,2,1,2,2,4,2,2,2,5,2,2,4,4,4,1,5,2,3,4,2,5,2,4,5,4,3,5,4,4,2,20,"2","US",-21,42
"7793",4,4,2,4,4,5,4,4,4,3,4,4,4,4,2,2,4,2,2,3,5,2,4,2,2,3,2,2,2,2,2,2,2,2,2,1,34,"2","US",19,47
"7794",4,2,4,2,2,4,3,3,2,3,2,3,2,2,4,2,3,4,4,2,2,5,3,3,4,2,4,2,3,3,4,3,4,3,3,3,26,"2","CA",-11,41
"7795",4,5,4,3,2,5,2,2,3,3,5,2,4,3,3,1,4,4,4,2,2,3,2,3,3,2,4,2,4,2,4,2,4,4,3,2,21,"1","CA",-5,44
"7796",5,1,1,3,3,2,5,1,4,3,3,1,1,1,2,1,1,1,3,1,5,5,4,3,1,3,1,1,4,1,1,2,4,3,1,1,34,"1","CA",13,24
"7797",1,3,5,2,2,2,1,1,1,1,1,2,2,2,4,3,2,3,4,3,2,4,2,2,5,2,4,3,4,3,4,2,5,4,4,3,17,"3","CA",-25,37
"7798",4,2,4,1,3,4,4,1,4,3,2,1,1,1,4,3,2,1,4,3,4,1,1,3,4,2,4,3,4,2,5,3,4,4,4,2,47,"2","CA",-12,38
"7799",1,4,5,5,4,4,1,1,1,1,1,5,1,3,5,5,2,4,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,37,"1","CA",-28,67
"7800",2,4,4,2,2,2,4,4,2,2,4,4,4,5,3,3,2,2,4,2,2,2,2,2,2,2,2,2,4,2,4,2,4,4,4,2,53,"2","US",-7,44
"7801",4,5,2,4,5,4,4,4,4,3,4,2,4,5,2,1,4,4,2,3,4,1,4,4,2,3,3,1,3,4,2,4,3,5,5,4,16,"2","US",13,59
"7802",2,4,4,2,2,4,2,4,2,3,2,4,2,4,4,3,2,4,3,2,2,2,2,4,4,3,4,2,4,4,4,4,4,4,4,3,22,"1","US",-17,56
"7803",4,4,2,4,5,4,4,4,4,4,4,1,4,4,1,2,5,2,1,1,4,4,4,2,1,2,4,4,2,1,4,1,4,2,4,2,18,"1","US",15,40
"7804",2,4,5,3,2,3,1,4,1,3,2,1,1,4,5,2,2,4,4,1,1,2,2,2,5,2,4,4,3,4,4,3,5,4,4,1,18,"2","US",-25,47
"7805",4,3,2,3,4,4,4,3,4,2,4,2,4,4,3,2,4,2,2,1,4,4,4,2,3,2,4,2,1,2,4,2,3,4,4,2,25,"1","US",10,38
"7806",2,4,4,4,3,4,3,4,3,3,3,1,3,5,4,2,2,3,3,4,2,2,1,3,4,2,4,4,4,4,5,4,5,4,5,1,27,"2","US",-16,54
"7807",2,5,3,4,4,4,2,4,3,3,4,2,4,2,3,1,3,4,3,2,4,2,3,4,4,2,5,1,3,4,4,3,4,3,4,2,43,"2","US",-4,48
"7808",3,1,4,2,4,2,4,2,2,2,4,2,2,2,4,2,4,2,2,2,4,4,4,2,2,2,2,1,2,2,2,2,4,3,3,2,58,"1","US",6,29
"7809",5,5,1,5,5,5,5,5,5,3,5,3,5,5,2,4,4,4,5,4,4,1,4,2,5,3,5,4,2,1,1,2,4,1,4,3,26,"2","US",13,58
"7810",3,5,3,4,3,4,5,5,5,3,3,3,3,5,4,3,4,4,3,3,3,1,4,4,3,3,4,3,4,3,5,5,5,5,5,3,22,"2","US",-3,64
"7811",5,5,2,4,3,5,4,5,5,5,3,2,4,4,1,4,4,5,1,1,5,1,3,5,2,3,3,2,4,4,3,4,4,5,3,1,20,"1","US",13,63
"7812",1,5,5,4,1,2,3,5,1,1,2,4,1,1,5,4,1,5,5,2,3,1,1,5,5,1,5,2,3,4,4,5,4,5,4,4,53,"2","CA",-26,58
"7813",1,5,4,5,1,2,1,5,1,1,1,2,1,4,5,1,1,3,4,4,1,2,1,1,5,2,5,3,5,4,5,2,5,5,5,2,43,"1","CA",-34,49
"7814",2,4,4,4,2,4,2,4,2,3,2,4,2,4,4,4,2,4,4,4,4,2,2,4,4,4,4,4,4,2,4,2,4,4,4,2,48,"2","CA",-16,59
"7815",4,3,2,1,5,5,4,3,4,2,4,1,4,1,2,1,3,2,2,1,5,5,5,2,1,1,3,2,1,1,1,1,2,2,3,1,84,"1","CA",21,25
"7816",4,2,1,3,2,5,2,4,5,2,3,1,3,3,2,1,2,2,2,1,4,5,4,2,2,1,2,2,1,1,2,2,2,4,2,1,23,"2","CA",13,32
"7817",4,2,2,2,4,3,5,2,4,2,4,2,4,1,3,2,4,3,2,2,4,4,4,2,3,2,4,2,3,0,2,3,4,4,3,1,27,"2","CA",11,31
"7818",4,3,5,3,4,2,2,3,3,2,2,2,2,3,3,1,2,2,4,2,3,4,2,2,3,2,4,2,4,3,4,3,4,4,0,2,20,"1","CA",-7,37
"7819",2,4,4,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,2,1,1,3,2,1,4,1,4,4,4,1,3,3,4,1,29,"2","CA",-22,29
"7820",4,4,4,4,5,5,3,3,2,5,5,5,4,5,2,4,5,5,3,4,5,1,4,4,1,4,4,5,2,4,4,5,4,5,3,5,16,"3","CA",10,75
"7821",2,3,4,2,2,2,2,1,2,1,2,1,2,4,4,1,2,2,4,2,4,4,2,2,4,2,5,4,4,4,4,2,5,3,3,4,48,"2","CA",-17,36
"7823",4,3,3,4,2,4,4,4,4,4,4,4,3,3,2,3,3,4,2,4,4,4,2,5,3,4,3,4,2,4,3,5,3,4,3,4,45,"1","CA",6,63
"7824",1,5,5,5,1,4,1,5,1,5,1,3,1,4,1,4,1,4,5,4,1,1,1,2,4,4,5,4,2,2,4,3,4,3,4,4,17,"1","CA",-25,64
"7825",4,5,3,3,1,5,1,4,1,1,3,1,1,1,5,1,1,5,4,3,2,1,1,5,4,3,5,4,3,5,5,5,5,5,5,3,38,"3","US",-24,58
"7826",1,3,5,3,1,5,1,3,1,4,2,3,1,3,5,3,1,3,5,2,1,3,1,4,5,3,5,2,4,3,5,3,5,3,5,1,47,"2","US",-34,48
"7827",2,5,5,5,2,5,1,5,2,1,1,3,1,4,4,2,2,5,2,1,4,1,1,4,4,1,4,1,3,2,5,2,5,5,5,2,21,"1","US",-21,52
"7828",2,1,4,5,4,4,2,4,4,4,5,3,2,4,2,2,3,4,3,2,4,1,2,2,3,3,2,5,2,3,2,3,2,4,2,3,16,"2","US",6,55
"7829",2,4,4,4,2,4,2,4,2,4,2,4,2,3,4,4,2,4,2,4,3,3,2,2,4,4,4,4,3,4,4,4,4,4,4,4,28,"1","US",-14,62
"7830",1,4,5,4,3,5,1,3,1,5,2,4,1,4,5,3,1,5,3,4,2,2,1,4,4,4,4,5,5,4,5,4,5,4,4,4,44,"2","US",-27,68
"7831",2,4,4,2,2,4,2,3,1,2,1,2,2,2,5,2,1,5,4,2,3,2,3,4,4,2,4,5,4,5,5,4,5,4,5,2,35,"2","US",-23,52
"7832",5,3,3,5,4,4,4,5,2,5,4,2,4,4,4,1,4,4,2,2,5,3,2,5,5,3,2,4,1,4,2,2,4,5,2,4,21,"2","US",9,59
"7833",1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,2,5,1,1,5,1,4,1,3,1,4,1,4,3,4,1,30,"2","US",-28,14
"7834",4,4,2,4,2,4,3,2,4,5,3,2,2,4,3,2,2,2,2,2,2,3,2,2,3,2,4,1,3,4,4,2,3,2,4,2,16,"2","US",-4,43
"7835",4,3,2,4,5,2,4,3,3,3,5,1,5,4,3,2,5,3,2,1,5,3,3,3,2,2,3,1,2,2,3,3,3,3,3,2,26,"2","US",16,39
"7836",5,1,0,1,1,1,1,1,1,5,1,1,1,4,5,1,1,1,3,1,1,5,1,2,5,5,5,1,5,2,5,2,5,5,5,1,21,"1","US",-25,30
"7837",4,3,4,4,3,2,2,4,3,2,4,4,2,5,2,3,3,5,5,4,4,3,2,4,2,2,4,3,2,4,4,5,4,4,4,3,39,"2","US",-4,58
"7838",4,5,4,5,2,4,2,5,2,4,2,2,2,5,4,2,2,5,4,2,2,1,2,4,4,2,4,3,3,4,4,2,4,4,4,3,18,"2","US",-15,60
"7839",5,5,4,5,4,5,4,5,5,5,5,5,3,5,2,3,5,4,3,5,5,1,5,5,3,3,2,2,1,5,5,5,4,5,4,2,16,"2","US",13,73
"7840",2,3,4,3,2,4,1,3,4,3,2,4,2,2,4,2,2,4,3,4,4,4,2,2,2,2,4,3,1,3,2,2,2,2,4,3,25,"2","US",-5,45
"7841",2,2,3,4,2,1,4,2,2,1,3,1,4,2,4,1,3,2,4,1,2,4,3,4,2,1,5,1,3,3,5,4,4,4,4,2,20,"2","US",-9,32
"7842",1,2,4,3,3,4,2,4,2,2,4,2,2,0,5,2,1,4,4,2,3,4,0,2,3,2,4,2,4,3,5,4,5,5,5,2,16,"3","US",-21,41
"7843",4,5,5,5,4,5,1,5,4,4,4,5,1,5,4,4,4,5,4,5,4,1,1,5,4,4,4,5,4,5,5,5,5,5,5,2,17,"3","US",-13,78
"7844",2,5,5,5,2,5,1,4,2,4,2,3,2,5,2,3,2,4,4,4,2,1,2,4,2,3,2,3,4,4,2,4,3,5,4,4,16,"2","US",-11,68
